"","nonViolent","Violent","medInc","pUnPov","notHSG","unem","meanFam","tPar","unmarry","foren","raceM","buget","age1","age2","age3","age4","divo","nevMa","dens","pubTran","workM","af","ca","as","hi","medRent","largeHH","urban","sq","logunem","logunmarry","logmedInc","logforen","logden","logaf","loghi","logmedRent","loglargeHH","logurban","logpubTran","crpubTran","ctPar","cnotHSG"
"252",156,314,27239,17.11,25.83,6.68,2.91,56.97,8.85,17.38,126,187,9.95,23.03,10.44,15.54,16.19,38.31,4597.3,4.7,68.19,28.11,69.61,0.87,7.15,420,6.13,100,17.7200451466693,1.89911798754855,2.18041745901984,10.2124050488701,2.85532011983725,8.43322445362903,3.33612538491844,1.96711235670592,6.04025471127741,1.81319474994812,4.60616968632117,1.54756250871601,1.67506868360223,184900.743873,17233.489287
"253",996,937,53905,3.34,6.78,2.88,3.25,85.88,0.98,7.5,239,245,14.53,27.09,11.57,3.22,6.65,24.48,1875.4,1.22,65.64,4.14,88.48,4.01,6.23,503,3.96,100,30.6104557300279,1.05779029414785,-0.0202027073175195,10.8949785169732,2.01490302054226,7.53657724898552,1.42069578783722,1.82937633279936,6.22059017009974,1.37624402526639,4.60616968632117,0.198850858745165,1.06852973014888,633397.153472,311.665752
"254",2034,328,25029,16.27,29.16,5.81,3.15,61.24,7.7,3.7,66,225,13.96,28.98,14.07,11.48,15.62,30.92,1806.1,0.75,72.85,28.49,68.81,0.92,4.9,381,6.61,100,18.1107702762748,1.75958057086382,2.04122032885964,10.1277904315702,1.30833281965018,7.49892510342962,3.34955314850982,1.58923520511658,5.9427993751267,1.88858365386359,4.60616968632117,-0.287682072451781,0.90856029641607,229670.674624,24794.911296
"255",2053,197,24055,18.09,33.07,5.66,3.13,58.43,9.71,0.77,40,323,14.54,26.53,12.47,11.9,10.49,30.69,1893.2,0.56,72.24,49.59,49.62,0.39,0.54,234,5.35,100,14.0356688476182,1.73342389221509,2.27315628230323,10.0880981541336,-0.261364764134408,7.54602379803209,3.90378920050104,-0.616186139423817,5.4553211153577,1.67709656090792,4.60616968632117,-0.579818495252942,0.824257059961711,199483.812107,36166.175443
"256",1592,883,20891,19.98,26.12,8.21,2.95,62.93,3.48,5.94,221,87,13.73,28.54,15.8,16.71,11.37,39.25,4928.8,6.28,64.21,4.89,91.94,2.05,1.83,316,4.07,100,29.7153159162073,2.10535292346434,1.24703229378638,9.94707372319905,1.78170913337455,8.50285082970036,1.58719230348678,0.60431596685333,5.75574221358691,1.4036429994545,4.60616968632117,1.83736998048011,1.84495827149352,249214.435757,17820.484928
"257",1573,1351,27042,11.25,17.72,6.58,3.06,68.72,3.28,2.39,95,275,14.63,28.65,13.56,10.49,12.37,25.01,2058.1,0.02,73.52,16.27,77.07,1.74,2.67,300,4.14,100,36.7559518989782,1.88403474533723,1.18784342239605,10.2051464919187,0.871293365943419,7.62953850607841,2.78932292123095,0.982078472412158,5.7037824746562,1.42069578783722,4.60616968632117,-3.91202300542815,0.271441761659491,324525.966848,5564.051648
"258",1739,1768,31701,12.98,25.21,8.9,3.29,73.47,2.73,12.72,205,336,14.15,27.02,12.28,9.41,11.24,27.05,5268.3,0.9,60.5,2.68,80.56,7.89,16.34,448,7.88,100,42.0475920832573,2.18605127673809,1.00430160919687,10.3641035051091,2.54317555791198,8.56946300884992,0.985816794522765,2.79361608943186,6.10479323241498,2.06432790386979,4.60616968632117,-0.105360515657826,0.96548938460563,396579.370923,16022.066761
"259",2066,503,20825,24.24,29.99,8.93,3.1,57.24,7.15,7.71,189,148,13.26,28.27,13.17,12.15,14.85,34.73,1235.1,3.27,70.24,29.05,61.48,2.35,21.41,309,5.77,98.68,22.4276614920058,2.18941639488841,1.96711235670592,9.94390946703504,2.04251818757524,7.11890721744397,3.36901848329792,3.06385810260159,5.73334127689775,1.75267208052001,4.59289515511248,1.18478998490916,1.48428028019786,187542.143424,26973.008999
"260",1747,1574,41472,7.09,13.09,3.5,2.83,65.23,7.23,16.19,131,172,8.3,30.47,12.81,9.02,12.82,42.34,7028,18.15,76.46,21.89,69.07,4.17,9.69,667,4.71,100,39.6736688497547,1.25276296849537,1.97823903617067,10.6327737797119,2.78439376768954,8.85765744930699,3.08602991153477,2.27109442590267,6.50279004591562,1.54968790802833,4.60616968632117,2.89867056071086,2.62800110274737,277550.577667,2242.946629
"261",423,364,39887,6.14,17.31,2.11,3.04,76.58,2.95,5.28,190,227,11.73,30.19,13.04,6.73,10.75,28.14,1355.1,0.68,72.67,12.26,85.3,1.4,2.43,622,3.67,0,19.0787840283389,0.746687947487975,1.08180517035173,10.5938057352525,1.66392609771817,7.21163053132867,2.50634193050807,0.887891257352457,6.43294009273918,1.30019166206648,-2.30258509299405,-0.385662480811985,0.879365934431636,449103.134312,5186.700891
"262",1984,1780,27352,11.01,27.12,6.05,2.91,70.56,2.83,17.8,310,171,10.21,21.42,9.94,19.95,12.35,27.24,4308.2,2,71.2,8.52,88.25,1.32,11.86,446,4.61,100,42.190046219458,1.80005827204275,1.04027671165515,10.2165449313191,2.87919845729804,8.368275462454,2.14241634084122,2.47317139356958,6.10031895202006,1.52822785700856,4.60616968632117,0.693147180559945,1.25992104989487,351298.031616,19946.608128
"263",1793,189,20747,21.42,27.55,9.07,3,55.81,7.78,4.58,88,206,14.56,28.47,16.03,16.14,10.55,42.61,6417.5,22.57,60.59,25.78,72.13,1.61,0.94,298,4.68,100,13.7477270848675,2.20497226412705,2.0515563381903,9.94015693689314,1.52169899812609,8.76678391274529,3.24959899751104,-0.0618754037180875,5.6970934865054,1.54329810992956,4.60616968632117,3.11662159082944,2.82603272342543,173834.537941,20910.518875
"264",668,621,39905,4.7,27.14,4.71,3,81.63,1.16,19.04,250,319,10.56,23.01,10.97,18.96,6.72,30.42,6124.7,5.66,69.63,1.4,92.76,3.5,6.8,537,3.93,100,24.9198715887542,1.54968790802833,0.148420005118273,10.5942569083101,2.94654202936322,8.72008505462155,0.336472236621213,1.91692261218206,6.28599809450886,1.36863942588117,4.60616968632117,1.73342389221509,1.78212765818347,543937.986747,19990.770344
"265",1671,1,25306,18.26,23.41,10.22,3.03,59.9,5.83,2.25,274,288,13.38,25.38,11.79,12.76,13.48,28.15,1207.3,1.4,68.73,16.54,80.74,1.25,1.83,307,4.3,99.61,1,2.32434658477556,1.7630170003624,10.1387968007492,0.810930216216329,7.09614174033834,2.80578168959555,0.60431596685333,5.7268477475872,1.45861502269952,4.6022659728407,0.336472236621213,1.1186889420814,214921.799,12829.337821
"266",51,838,29683,16.05,26.27,6.34,2.79,55.82,8.12,14.18,154,162,8.76,21.07,9.39,22.29,13.75,30.07,3435.7,3.53,70.64,28.48,69.97,0.57,5.36,470,6.25,100,28.9482296522603,1.84687876844913,2.09433015417359,10.2983297703404,2.65183252110398,8.14197596846579,3.34920208654377,1.67896397508271,6.1527326947041,1.83258146374831,4.60616968632117,1.26129787094521,1.52262013462771,173927.997368,18129.265883
"267",1938,1380,28415,12.04,19,6.38,2.97,64.46,3.71,6.37,272,156,12.22,28.51,13.27,11.42,15.65,31.11,2259.7,3.64,60.28,1.66,91.73,3.91,2.82,418,4.28,100,37.1483512420134,1.8531680973567,1.31103187661934,10.2546724537312,1.85159946958407,7.72298734009232,0.506817602368452,1.03673688495002,6.03548143252476,1.45395300959371,4.60616968632117,1.29198368164865,1.53827433619624,267837.204536,6859
"268",1908,1589,24915,16.77,24.28,6.76,3.12,74.31,2.46,4.12,194,246,13.91,26.6,12.44,10.85,11.71,23.66,1730.1,0.85,68.61,5.99,82.71,1.88,14.74,291,5.22,100,39.8622628559895,1.91102289005487,0.900161349944271,10.1232253107155,1.41585316336144,7.45593448928948,1.79009141212736,2.69056488676119,5.67332326717149,1.65249740189455,4.60616968632117,-0.162518929497775,0.94726823718591,410338.043991,14313.506752
"269",1585,1516,39882,10.42,25.6,6.21,3.51,75.52,2.55,30.48,74,35,14.27,30.28,14.73,7.99,9.45,35.41,7697.5,2.96,66.04,1.5,67.32,20.51,23.47,694,13.64,100,38.9358446678636,1.82616089594539,0.936093359170335,10.5936803732696,3.41707073081845,8.94865087979866,0.405465108108164,3.15572300986293,6.5424719605068,2.61300665241532,4.60616968632117,1.08518926833597,1.43581087041366,430710.980608,16777.216
"270",2089,405,26876,21.37,33.37,10.28,3.57,66.98,5.48,22.62,26,61,15.55,28.46,14.21,9.43,11.45,34.43,3873.4,2,55.78,9.63,57.54,22.8,24.96,404,14.25,100,20.1246117974981,2.33020026002702,1.70110510095992,10.19898897404,3.11883447068797,8.26188795329363,2.26488322581003,3.21727454350123,6.00141487796115,2.65675690671466,4.60616968632117,0.693147180559945,1.25992104989487,300493.740392,37159.393753
"271",1523,1323,34054,7.6,11.82,4.78,2.92,71.09,1.73,4.07,288,12,12.26,26.6,12.44,9.4,12.52,29.1,2992.1,3.66,77.61,1.04,93.15,1.93,9.1,407,3.22,100,36.3730669589464,1.56444054650336,0.548121408509688,10.4357027789806,1.4036429994545,8.00373076099574,0.0392207131532813,2.2082744135228,6.00881318544259,1.16938135955632,4.60616968632117,1.29746314741327,1.54108654416791,359273.796029,1651.400568
"272",166,1107,16925,31.17,52.37,11.02,3.3,52.46,13.06,59.72,316,226,12.16,24.63,11.87,14.8,15.22,36.73,9728.3,13.15,63.53,27.39,65.64,0.63,62.46,346,11.24,100,33.2716095192282,2.39971180372477,2.56955412384829,9.73654709778048,4.08966697267099,9.18279444254623,3.31017798327499,4.13452635185493,5.84643877505772,2.41947884446554,4.60616968632117,2.57642175862377,2.36034372088358,144372.626936,143630.847053
"273",1930,421,27555,13.98,16.09,6.32,3.05,68.56,3.69,5.54,289,128,13.56,27.85,13.36,10.14,12.19,31.85,2809,2.01,70.24,2.98,78.24,1.73,34.49,353,4.5,100,20.5182845286832,1.84371920815877,1.30562645805244,10.2239392863173,1.71199450075919,7.94058382710424,1.09192330051731,3.54066942694875,5.8664680569333,1.50407739677627,4.60616968632117,0.698134722070984,1.26201742822,322264.470016,4165.509529
"274",1735,410,38463,12.22,28.56,8.65,3.49,56.66,12.27,15.06,34,161,14.15,29.29,14.33,8.68,10.45,41.87,7442.1,7.17,79.1,65.65,26.5,1.06,15.02,558,12.9,100,20.2484567313166,2.15755932094379,2.50715725872282,10.5574520192208,2.71204222237175,8.91490834606434,4.18433760074881,2.70938264633599,6.32435896238131,2.55722731136763,4.60616968632117,1.96990565461153,1.9282931207257,181898.748296,23295.638016
"275",965,780,46403,4.69,12.91,3.96,3,74.78,2.35,22.51,87,344,10.1,28.52,12.03,9.53,11.09,36.38,5167.9,2.58,69.94,3.43,71.63,19.33,13.17,728,5.4,100,27.9284800875379,1.37624402526639,0.854415328156068,10.7451193912967,3.11395965491864,8.55022169543003,1.23256026117785,2.57794151575519,6.59030104819669,1.68639895357023,4.60616968632117,0.947789398933526,1.37153397007417,418173.379352,2151.685171
"276",22,439,21766,19.88,28.38,7.05,2.94,58.65,6.17,2.71,182,70,12.66,23.73,11.67,18.68,13.2,26.69,1406.2,0.14,65.43,23.79,74.89,0.63,2.17,294,4.78,100,20.952326839757,1.95302761682418,1.8196988379173,9.98810439825601,0.99694863489161,7.24864630976506,3.16926532431487,0.774727167552368,5.68357976733868,1.56444054650336,4.60616968632117,-1.96611285637283,0.51924941018511,201745.589625,22857.944472
"277",1341,785,39037,5.89,9.18,4.4,2.79,75.59,1.02,6.28,297,331,10.51,23.46,10.82,14.84,10.54,27.85,681,1.1,65.92,0.76,96.02,1.23,4.77,525,2.64,96.59,28.0178514522438,1.48160454092422,0.0198026272961797,10.5722651933121,1.83736998048011,6.52356230614951,-0.27443684570176,1.56234630490025,6.26339826259162,0.970778917158225,4.57150998449546,0.0953101798043249,1.03228011545637,431909.777879,773.620632
"278",1354,1255,31544,14.42,21.7,6.24,3.24,77.58,2.49,6.33,265,279,13.53,25.47,11.35,8.51,9.81,22.43,1311.3,0.11,64.03,9.14,79.81,0.96,21.31,285,5.85,100,35.4259791678367,1.83098018238134,0.912282710476616,10.3591386755575,1.84530023615608,7.17877429053738,2.21266038546606,3.05917644611053,5.65248918026865,1.76644166124377,4.60616968632117,-2.20727491318972,0.479141985706278,466927.363512,10218.313
"279",1991,263,32295,11.63,17.99,5.51,3.02,72.62,3.51,3.89,78,312,14.49,29.51,14.93,9.16,10.06,31.1,938.2,0.06,69.35,24.42,72.64,2.15,1.24,329,3.68,99.35,16.2172747402269,1.70656462316482,1.25561603747777,10.3826676984666,1.35840915763035,6.84396314589436,3.19540246868256,0.215111379616945,5.79605775076537,1.30291275218084,4.59965500529998,-2.81341071676004,0.391486764116886,382973.508728,5822.285399
"280",2035,1738,25773,20,29.13,8.27,3.37,72.16,2.76,5.26,2,267,15.48,28.43,13.25,9.22,11.3,28.73,1841.2,1.86,63.28,4.8,76.14,0.93,50.38,305,8.4,100,41.6893271713517,2.1126345090356,1.01523067972906,10.1570827113062,1.66013102674962,7.51817281194309,1.56861591791385,3.91959427092446,5.72031177660741,2.12823170584927,4.60616968632117,0.62057648772511,1.2298089464641,375741.853696,24718.462497
"281",27,408,21077,26.33,15.16,6.59,2.98,64.19,8.01,8.15,151,91,25,42.46,29.33,8.45,7.94,52.7,2347.4,2.7,68.72,21.44,73.36,3.94,4.4,305,4.01,100,20.1990098767242,1.88555334851442,2.08069076108027,9.95593767753705,2.09801792725277,7.76106361166602,3.0652583362026,1.48160454092422,5.72031177660741,1.38879124131848,4.60616968632117,0.993251773010283,1.39247665008383,264485.658059,3484.156096
"282",2004,1337,41832,3.54,12.34,3.91,2.97,80.7,1.28,13.92,253,56,12.47,24.85,11.7,13.02,8.24,27.15,2959.4,0.87,68.12,6.17,90.7,1.83,8.14,617,2.99,100,36.5650105975644,1.36353737399727,0.246860077931526,10.641416875868,2.63332665490627,7.99274182406843,1.8196988379173,2.09679018001445,6.42486902390539,1.0952733874026,4.60616968632117,-0.139262067333508,0.954640270936004,525557.943,1879.080904
"283",1909,446,34801,11.94,22.23,6.91,3.4,73,3.98,15.48,249,210,16.44,31.46,16.09,8.01,9.97,34.8,2814.4,1.58,63.13,7.39,70.79,5.22,25.97,512,10.38,100,21.1187120819429,1.93296963777958,1.38128181929635,10.4574014009819,2.73954886816158,7.94250437398329,2.00012773496011,3.25694202567466,6.23832462503951,2.33988087773774,4.60616968632117,0.457424847038875,1.16471328451175,389017,10985.463567
"284",1423,1449,26361,16.4,50.1,8.59,3.19,64.55,6.02,60.4,217,86,12.96,28.23,13.58,12.39,10.2,36,36199.2,25.05,61.13,4,76.72,1.95,73.26,394,7.1,100,38.0657326213486,2.15059873599616,1.79508725932073,10.179640924164,4.10098910494077,10.4967922981222,1.38629436111989,4.29401475735067,5.97635090929793,1.96009478404727,4.60616968632117,3.22087382753087,2.92596578525027,268960.646375,125751.501
"285",2107,637,24354,18.75,20.87,7.33,2.99,62.94,6.52,3.46,149,40,15.71,31.36,16.45,9.94,11.16,30.31,1799.7,1.22,65.76,38.28,57.57,1.52,3.15,309,3.85,100,25.2388589282479,1.99197551589856,1.87487437593856,10.100451386067,1.24126858906963,7.49537526332716,3.64492756658475,1.14740245283754,5.73334127689775,1.34807314829969,4.60616968632117,0.198850858745165,1.06852973014888,249333.260184,9090.072503
"286",985,1198,27123,8.61,16.75,3,3.03,76.25,1.7,1.69,293,221,13.7,29.2,13.92,10.29,9.77,29.13,2213.7,0.56,82.97,0.73,96.82,0.68,0.57,336,3.49,100,34.6121365997536,1.09861228866811,0.53062825106217,10.2081373554055,0.524728528934982,7.70242060273243,-0.3147107448397,-0.562118918153541,5.8171111599632,1.24990173621434,4.60616968632117,-0.579818495252942,0.824257059961711,443322.265625,4699.421875
"287",958,1199,35737,8.97,22.89,4.23,3.22,76.7,4.04,1.75,110,220,14.33,27.6,12.44,7.8,9.42,26.28,430.6,1.03,73.04,27.41,70.67,1.25,1.26,399,5.02,96.41,34.6265793863616,1.44220199305819,1.39624469197306,10.4839418456268,0.559615787935423,6.06517958493026,3.31090791031469,0.231111720963387,5.98896141688986,1.61342993370364,4.56964662991904,0.0295588022415444,1.00990163404996,451217.663,11993.263569
"288",38,275,23584,18.77,22.75,7.34,2.88,63.92,4.78,1.78,265,332,11.96,22.74,10.7,16.39,11.93,28.88,1876.5,5.26,62.34,14.25,84.1,1.28,0.62,261,2.69,100,16.583123951777,1.99333884262642,1.56444054650336,10.0683237949891,0.576613364303994,7.53716361857508,2.65675690671466,-0.478035800943,5.56452040732269,0.989541193613748,4.60616968632117,1.66013102674962,1.73911612307063,261162.188288,11774.546875
"289",1929,233,24601,17.74,33.36,7.33,3.13,59.44,7.93,1.34,22,2,13.98,28.08,13.58,12.82,12.47,31.11,3026.2,3.49,67.3,47.33,51.21,0.8,1.31,327,5.65,100,15.2643375224737,1.99197551589856,2.07065303564676,10.1105423715008,0.29266961396282,8.01506298601747,3.85714434391816,0.27002713721306,5.78996017089725,1.73165554515835,4.60616968632117,1.24990173621434,1.51684711186136,210008.272384,37125.997056
"290",1463,1823,26311,18.08,24.25,7,3.2,63.65,7.93,1.51,234,196,15.6,28.57,14.27,10.53,11.02,31.3,1338,1.54,73.16,42.34,56.53,0.73,0.8,294,6.24,100,42.6966040804184,1.94591014905531,2.07065303564676,10.1777423816739,0.412109650826833,7.19893124068817,3.74573226570672,-0.22314355131421,5.68357976733868,1.83098018238134,4.60616968632117,0.431782416425538,1.15480035029155,257866.677125,14260.515625
"291",1577,152,31271,15.58,37.7,10.81,3.67,71.15,4.96,26.42,47,294,15.71,31.46,15.23,7.53,9.28,32.84,5637.3,2.28,67.53,3.01,54.55,8.08,50.64,528,15.8,100,12.328828005938,2.38047163165112,1.60140574073684,10.3504464294737,3.27412129909418,8.63716050646322,1.10194007876078,3.92474177783592,6.26909628370626,2.76000994003292,4.60616968632117,0.824175442966349,1.31616887304828,360184.245875,53582.633
"292",1925,1,17736,31.72,31.43,17.82,3.21,45.11,12.28,1.77,119,52,15.95,28.5,13.87,10.71,13.01,37.23,3846.4,1.63,60.74,40.35,52.26,0.43,10.51,267,7.11,100,1,2.88032142204266,2.507971922719,9.78335175129615,0.570979546585738,8.25489292490083,3.69759139471596,2.35232718488886,5.58724865840025,1.96150224381515,4.60616968632117,0.488580014818671,1.17687192189956,91794.884831,31047.965207
"293",1794,335,36605,8.48,19.04,6.55,3.33,72.02,3.48,18.1,118,24,14.35,27.49,13.44,9.96,10.68,31.28,3488.3,3.7,70.66,21.15,50.46,22.95,10.78,511,9.13,100,18.3030052177231,1.87946504964716,1.24703229378638,10.5079401220807,2.89591193827178,8.15716979050461,3.05163990549229,2.37769256548085,6.2363695902037,2.21156569460688,4.60616968632117,1.30833281965018,1.54668037377204,373559.126408,6902.411264
"294",1288,1482,22936,14.61,27.61,7.12,2.94,66.64,3.94,0.93,247,236,12.86,26.03,12.69,15.2,12.68,27.86,2993.9,1.64,73.89,9.53,89.56,0.57,0.58,264,3.22,100,38.4967531098403,1.96290772542388,1.37118072330984,10.0404630075632,-0.0725706928348354,8.00433216428818,2.25444471766611,-0.544727175441672,5.57594910314632,1.16938135955632,4.60616968632117,0.494696241836107,1.17927370799407,295940.882944,21047.437081
"295",2079,102,23661,19.53,22.95,8.08,3.13,68.69,4.12,5.34,38,254,15.38,28.48,14.9,12.94,10.51,29.33,1836.7,0.33,66.46,28.17,66.12,0.51,8.91,300,6.29,100,10.0995049383621,2.089391872533,1.41585316336144,10.0715834020661,1.6752256529721,7.51572576213449,3.33825758188828,2.18717424148272,5.7037824746562,1.83896107071235,4.60616968632117,-1.10866262452161,0.691042323001118,324101.132909,12087.822375
"296",1107,1317,35959,8.32,20.32,5.12,3.03,71,3.52,25.73,223,167,11.49,26.98,12.39,13.2,11.62,35.58,5210.5,3.23,65.73,1.75,82.59,6.77,22.61,612,5.49,100,36.2904946232481,1.63315443905142,1.25846098961001,10.4901346795226,3.24765762629365,8.55843109943248,0.559615787935423,3.11839228628988,6.41673228251233,1.70292825552144,4.60616968632117,1.17248213723457,1.47820332256797,357911,8390.176768
"297",192,586,15312,25.22,34.51,8.9,2.73,58.32,4.39,51.31,2,178,7.92,20.08,9.08,24.28,15.93,33.74,12711.2,14.84,62.86,5.18,88.3,1.21,46.79,379,3.61,100,24.2074368738204,2.18605127673809,1.47932922708708,9.63639211369274,3.93788566495387,9.45023877357416,1.64480505627139,3.84566950487813,5.93753620508243,1.28370777234479,4.60616968632117,2.69732623773923,2.45741195641478,198359.290368,41099.342851
"298",10,216,22079,25.26,25.92,11.45,3.2,57.58,10.19,1.06,142,262,14.85,26.52,12.86,12.14,12.47,31.13,1943.4,3.38,69.41,44.76,54.32,0.51,1.09,269,7,100,14.6969384566991,2.43798973000025,2.32140684723463,10.0023822095103,0.0582689081239758,7.57219429540534,3.80131488344372,0.0861776962410524,5.59471137960184,1.94591014905531,4.60616968632117,1.21787570949493,1.50074037524362,190903.979512,17414.258688
"299",729,1806,40505,6.53,17.31,6.03,3.08,79.44,1.82,7,282,67,12.12,28.51,12.71,9.14,9.25,31.11,2486.9,1.16,72.21,1.62,95.15,1.93,3.02,574,3.68,100,42.4970587217516,1.79674701073909,0.598836501088704,10.6091807022646,1.94591014905531,7.81879223390774,0.482426149244293,1.10525683138678,6.35262939631957,1.30291275218084,4.60616968632117,0.148420005118273,1.05071757449858,501323.088384,5186.700891
"300",1781,1827,29184,11.58,20.79,4.52,2.95,66.12,5.86,2.64,93,253,16.19,31.46,17.63,10.54,10.3,36,2220.1,1.57,77.13,33.95,63.88,1.43,0.96,358,3.41,100,42.743420546325,1.50851199384414,1.76814960358892,10.2813758928741,0.970778917158225,7.70530751889687,3.52488885400471,-0.0408219945202552,5.8805329864007,1.22671229129543,4.60616968632117,0.451075619360217,1.16225088121617,289067.012928,8985.939039
"301",1871,470,29083,12.47,23.46,5.58,3.07,66.06,6.06,1.91,232,125,13.13,28.49,13.12,10.34,12.77,31.03,1952.4,3.23,73.22,22.38,76.08,0.94,1.05,343,5,100,21.6794833886788,1.71918877639322,1.80170980008122,10.2779090900128,0.647103242058538,7.57681466401299,3.10816770288378,0.048790164169432,5.83773044716594,1.6094379124341,4.60616968632117,1.17248213723457,1.47820332256797,288280.793016,12911.717736
"302",1724,465,17822,28.67,41.24,14,3.21,47.21,12.2,4.15,70,177,13.56,27.3,13.11,12.69,14.82,39.67,6336.3,14.25,55.61,46.56,49.49,1.01,4.59,237,7.77,100,21.5638586528478,2.63905732961526,2.50143595173921,9.78818892817267,1.42310833424261,8.75405028085821,3.84074180342318,1.52388002407245,5.46806014113513,2.05027016437956,4.60616968632117,2.65675690671466,2.42440379291994,105220.897361,70138.418624
"303",1390,472,20501,21.65,26.79,9.28,3.07,64.25,3.75,2.26,315,280,14.19,25.22,12.35,14.32,12.64,28.72,2651.9,1.11,63.38,2.18,82.95,0.63,39.51,250,4.91,100,21.7255609824004,2.22786154679811,1.32175583998232,9.92822894442457,0.815364813284194,7.88303164320416,0.779324876800998,3.6765538044233,5.52146091786225,1.59127394180643,4.60616968632117,0.104360015324243,1.03539880544841,265228.015625,19227.292839
"304",1475,1297,44707,6.23,16.45,4.43,3.06,72.88,2.33,22.97,113,137,12.82,31.54,15.24,9.11,11.11,40.54,4937.4,2.44,70.9,2.57,73.69,18.6,15.23,737,6.08,100,36.0138862107382,1.48839958405704,0.845868267577609,10.7078853678938,3.13418901670101,8.50459415583972,0.943905898907128,2.72326716690707,6.60258789218934,1.80500469597808,4.60616968632117,0.89199803930511,1.34626309945306,387101.711872,4451.411125
"305",1510,64,35162,18.15,50.28,8.52,4.28,75.35,6.25,50.88,282,97,17.89,38.27,20.24,5.02,6.78,43.47,10468.4,8.61,65.15,2.62,67.99,9.73,65.15,679,32.29,100,8,2.14241634084122,1.83258146374831,10.4677212330027,3.92946991903187,9.25611647461277,0.963174317773006,4.17669230357085,6.5206211275587,3.47475758477018,4.60616968632117,2.15292431843964,2.04959341530072,427808.855375,127111.781952
"306",1167,740,29622,5.25,20.84,4.01,2.96,75.37,1.63,2.82,309,82,10.49,25.52,10.88,15.88,9.69,28.96,5385.8,4.14,76.85,0.3,98.23,0.63,1.45,391,3.21,100,27.2029410174709,1.38879124131848,0.488580014818671,10.2962726074869,1.03673688495002,8.59152113937351,-1.20397280432594,0.371563556432483,5.96870755998537,1.16627093714192,4.60616968632117,1.42069578783722,1.60570877363124,428149.603153,9050.928704
"307",1661,1361,31540,6.51,20.84,4.86,2.92,78.99,1.43,16.26,286,334,10.24,22.49,9.5,21.48,8.02,22.74,3415,1.13,72.26,7.39,89.3,1.94,8.64,562,3.07,100,36.8917334913934,1.5810384379124,0.357674444271816,10.359011860517,2.78870810411966,8.13593277200489,2.00012773496011,2.15640258281596,6.33150184989369,1.12167756159911,4.60616968632117,0.122217632724249,1.04158043730656,492851.793699,9050.928704
"308",1815,1774,31665,11.46,17.42,5.99,3.22,73.25,2.97,5.99,256,256,15.88,29.88,14.54,7.1,11,29.23,2738.2,1.6,70.78,3.01,84.98,2.13,15.47,370,6.23,100,42.1188793773054,1.79009141212736,1.08856195281461,10.3629672489505,1.79009141212736,7.91505604919966,1.10194007876078,2.73890266458497,5.91350300563827,1.82937633279936,4.60616968632117,0.470003629245736,1.16960709528515,393027.453125,5286.210488
"309",1086,666,45787,4.52,10.15,3.85,3.12,81.74,1.59,11.42,169,250,12.05,27.8,11.04,3.15,9.05,24.97,2281.5,1.44,72.17,4.89,83.12,6.81,10.25,466,3.61,100,25.8069758011279,1.34807314829969,0.46373401623214,10.7317554870165,2.43536620422786,7.73258840036746,1.58719230348678,2.32727770558442,6.14418563412565,1.28370777234479,4.60616968632117,0.364643113587909,1.12924323465723,546139.892024,1045.678375
"310",1145,893,36271,5.86,12.03,3.86,3.21,81.23,2.35,5.22,211,287,14.92,32.58,15.46,5.44,8.83,30.06,1527.9,0.75,68.95,13.91,80.5,4.33,3.09,484,4.8,99.1,29.8831055949679,1.35066718347674,0.854415328156068,10.4987738028922,1.65249740189455,7.33164952255867,2.63260800593535,1.12817109090965,6.18208490671663,1.56861591791385,4.59713801429083,-0.287682072451781,0.90856029641607,535980.956867,1740.992427
"311",1937,69,29291,14.18,21.28,6.64,3.2,70.12,4.43,8.61,278,72,14.03,28.64,13.46,8.89,12.74,31.9,2260.6,3.26,68.88,5.19,81.69,1.66,20.04,374,7.37,99.75,8.30662386291807,1.89311196348834,1.48839958405704,10.2850355805841,2.15292431843964,7.72338554375663,1.6467336971778,2.99773027621666,5.92425579741453,1.99741770620125,4.60366905986182,1.18172719537862,1.48276570743149,344767.025728,9636.401152
"312",1139,638,54432,2.52,12.48,3.16,3.16,87.04,0.61,9.48,227,281,12.71,22.49,11.04,12.63,5.28,27.07,2760,6.99,65.17,3.23,89.79,6.14,1.99,610,4.22,100,25.2586618806302,1.15057202759882,-0.49429632181478,10.9047074951956,2.24918431626693,7.9229859587112,1.17248213723457,0.688134638736401,6.41345895716736,1.43983512804792,4.60616968632117,1.94448055624572,1.91201982904571,659411.697664,1943.764992
"313",1771,14,26803,17.87,20.56,5.77,3.02,54.13,8.94,2.17,99,200,11.49,25.7,12,13.52,13.3,37.94,4024.1,13.53,69.01,38.74,59.91,0.89,1.07,375,5.71,100,3.74165738677394,1.75267208052001,2.19053558918542,10.1962691005326,0.774727167552368,8.30005656236543,3.65687265797885,0.0676586484738149,5.92692602597041,1.74221902366792,4.60616968632117,2.6049094421827,2.38286405200659,158603.979997,8690.991616
"314",111,835,22102,20.67,31.65,6.22,3.08,50.83,11.16,4.6,33,102,13.59,28.56,14.01,13.73,16.33,35.36,1986.2,1.99,73.51,32.16,64.24,0.81,7.72,373,7.8,99.18,28.8963665535998,1.82776990675109,2.41233595695316,10.0034233811487,1.52605630349505,7.59397854446926,3.47072344431077,2.04381436403668,5.92157841964382,2.05412373369555,4.59794414089635,0.688134638736401,1.25781767194355,131328.906787,31704.517125
